screen_position,doi,title,year,venue,type,language,url,coder_name,date_screened,E1,E2,note
1818,10.1109/jbhi.2025.3617788,LRCOMF: A Learn-Review-Challenge Online Meta Learning Framework for EEG Emotion Recognition With Unlabeled Online Samples,2025,IEEE Journal of Biomedical and Health Informatics,article,en,https://doi.org/10.1109/jbhi.2025.3617788,,,,,
1819,10.1016/j.bspc.2022.103966,Performance evaluation of multi-channel electroencephalogram signal (EEG) based time frequency analysis for human emotion recognition,2022,Biomedical Signal Processing and Control,article,en,https://doi.org/10.1016/j.bspc.2022.103966,,,,,
1820,10.1109/cse/euc.2019.00029,A Sequential Study of Emotions through EEG using HMM,2019,,conference-paper,en,https://doi.org/10.1109/cse/euc.2019.00029,,,,,
1821,10.1088/1741-2552/ad7060,Emotion recognition of EEG signals based on contrastive learning graph convolutional model,2024,Journal of Neural Engineering,article,en,https://doi.org/10.1088/1741-2552/ad7060,,,,,
1822,10.2139/ssrn.3995235,A Deep Subdomain Associate Adaptation Network for Cross-Session and Cross-Subject Eeg Emotion Recognition,2021,SSRN Electronic Journal,preprint,en,https://doi.org/10.2139/ssrn.3995235,,,,,
1823,10.1109/bibm58861.2023.10385459,A two-stream channel reconstruction and feature attention network for EEG emotion recognition,2023,,conference-paper,en,https://doi.org/10.1109/bibm58861.2023.10385459,,,,,
1824,10.1016/j.neucom.2025.131767,A multi-branch electroencephalogram emotion recognition framework based on cross-subject or cross-session multi-perspective representation fusion,2025,Neurocomputing,article,en,https://doi.org/10.1016/j.neucom.2025.131767,,,,,
1825,10.1109/chilecon54041.2021.9702925,On the use of autoregressive EEG modeling and support vector machine for emotional responses to musical video clips,2021,"2021 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)",conference-paper,en,https://doi.org/10.1109/chilecon54041.2021.9702925,,,,,
1826,10.48550/arxiv.2505.18175,Evaluation in EEG Emotion Recognition: State-of-the-Art Review and Unified Framework,2025,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/2505.18175,,,,,
1827,10.1038/s41598-022-14217-7,Accurate emotion recognition using Bayesian model based EEG sources as dynamic graph convolutional neural network nodes,2022,Scientific Reports,article,en,https://doi.org/10.1038/s41598-022-14217-7,,,,,
1828,10.1063/5.0288674,Emotion recognition based on microstate brain functional network using graph attention network,2025,Review of Scientific Instruments,article,en,https://doi.org/10.1063/5.0288674,,,,,
1829,10.3390/electronics12112359,Study on Driver Cross-Subject Emotion Recognition Based on Raw Multi-Channels EEG Data,2023,Electronics,article,en,https://doi.org/10.3390/electronics12112359,,,,,
1830,10.1145/3730436.3730459,Emotion recognition of EEG signals based on CA-CRNN with 4D features,2025,,conference-paper,en,https://doi.org/10.1145/3730436.3730459,,,,,
1831,10.1109/ijcnn.2017.7965989,Selection of stable features for modeling 4-D affective space from EEG recording,2017,,conference-paper,en,https://doi.org/10.1109/ijcnn.2017.7965989,,,,,
1832,10.1007/978-3-031-70906-7_1,Exploring the Impact of KNN and MLP Classifiers on Valence-Arousal Emotion Recognition Using EEG: An Analysis of DEAP Dataset and EEG Band Representations,2024,Communications in computer and information science,conference-paper,en,https://doi.org/10.1007/978-3-031-70906-7_1,,,,,
1833,10.1109/tiptekno.2017.8238097,Emotion elicitation analysis in multi-channel EEG signals using multivariate Empirical Mode Decomposition and Discrete Wavelet Transform,2017,2017 Medical Technologies National Congress (TIPTEKNO),conference-paper,en,https://doi.org/10.1109/tiptekno.2017.8238097,,,,,
1834,10.1109/tim.2021.3115195,eRAD-Fe: Emotion Recognition-Assisted Deep Learning Framework,2021,IEEE Transactions on Instrumentation and Measurement,article,en,https://doi.org/10.1109/tim.2021.3115195,,,,,
1835,10.3390/brainsci13040685,Emotion Recognition from Spatio-Temporal Representation of EEG Signals via 3D-CNN with Ensemble Learning Techniques,2023,Brain Sciences,article,en,https://doi.org/10.3390/brainsci13040685,,,,,
1836,10.1016/j.eswa.2021.115581,Cross-subject EEG emotion classification based on few-label adversarial domain adaption,2021,Expert Systems with Applications,article,en,https://doi.org/10.1016/j.eswa.2021.115581,,,,,
1837,10.1142/s0219477524500512,Analysis of EEG Fluctuation Patterns Using Nonlinear Phase-Based Functional Connectivity Measures for Emotion Recognition,2024,Fluctuation and Noise Letters,article,en,https://doi.org/10.1142/s0219477524500512,,,,,
1838,10.54254/2755-2721/2025.tj23292,Emotion Recognition Method Based on EEG Signal Reinforcement Learning and CNN,2025,Applied and Computational Engineering,article,en,https://doi.org/10.54254/2755-2721/2025.tj23292,,,,,
1839,10.1007/978-981-19-5191-6_15,Emotion Recognition from EEG Data Using Hybrid Deep Learning Approach,2023,Lecture notes in networks and systems,book-chapter,en,https://doi.org/10.1007/978-981-19-5191-6_15,,,,,
1840,10.1145/3343031.3350871,Emotion Recognition using Multimodal Residual LSTM Network,2019,,conference-paper,en,https://doi.org/10.1145/3343031.3350871,,,,,
1841,10.1109/picom64201.2024.00009,Subject-General and Subject-Specific Emotion Recognition Across Video Stimuli Using EEG Signals,2024,,conference-paper,en,https://doi.org/10.1109/picom64201.2024.00009,,,,,
1842,10.3390/bioengineering9060231,EEG-Based Emotion Recognition Using a 2D CNN with Different Kernels,2022,Bioengineering,article,en,https://doi.org/10.3390/bioengineering9060231,,,,,
1843,10.1109/upcon.2017.8251115,Deep belief network based affect recognition from physiological signals,2017,"2017 4th IEEE Uttar Pradesh Section International Conference on Electrical, Computer and Electronics (UPCON)",conference-paper,en,https://doi.org/10.1109/upcon.2017.8251115,,,,,
1844,10.1145/3632410.3632417,Joint Class Learning with Self Similarity Projection for EEG Emotion Recognition,2024,,conference-paper,en,https://doi.org/10.1145/3632410.3632417,,,,,
1845,10.1016/j.bspc.2022.104211,EEG emotion recognition based on TQWT-features and hybrid convolutional recurrent neural network,2022,Biomedical Signal Processing and Control,article,en,https://doi.org/10.1016/j.bspc.2022.104211,,,,,
1846,10.3390/app14062228,A Comprehensive Evaluation of Features and Simple Machine Learning Algorithms for Electroencephalographic-Based Emotion Recognition,2024,Applied Sciences,article,en,https://doi.org/10.3390/app14062228,,,,,
1847,10.1007/978-3-031-43075-6_7,Decoding Emotion Dimensions Arousal and Valence Elicited on EEG Responses to Videos and Images: A Comparative Evaluation,2023,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-031-43075-6_7,,,,,
1848,10.1007/978-3-030-77977-1_7,EEG-Based Emotion Recognition Using Convolutional Neural Networks,2021,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-030-77977-1_7,,,,,
1849,10.2139/ssrn.5381613,Hierarchical Adaptive Masking Graph Convolutional Network for Eeg-Based Emotion Classification,2025,SSRN Electronic Journal,preprint,en,https://doi.org/10.2139/ssrn.5381613,,,,,
1850,10.1109/icesc65114.2025.11212542,Implementation of an Artificial Neural Network for EEG-based Emotion Recognition,2025,,conference-paper,,https://doi.org/10.1109/icesc65114.2025.11212542,,,,,
1851,10.1007/s00521-020-05670-4,A deep multi-source adaptation transfer network for cross-subject electroencephalogram emotion recognition,2021,Neural Computing and Applications,article,en,https://doi.org/10.1007/s00521-020-05670-4,,,,,
1852,10.1109/bibm66473.2025.11357038,EEG Emotion Recognition via Prototype Adaptive Fine-Grained Contrastive Progressive Alignment,2025,,conference-paper,,https://doi.org/10.1109/bibm66473.2025.11357038,,,,,
1853,10.1109/access.2023.3322294,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,2023,IEEE Access,article,en,https://doi.org/10.1109/access.2023.3322294,,,,,
1854,10.1109/access.2024.3434675,Exploring CEEMDAN and LMD Domains Entropy Features for Decoding EEG-Based Emotion Patterns,2024,IEEE Access,article,en,https://doi.org/10.1109/access.2024.3434675,,,,,
1855,10.1155/2022/7028517,EEG Feature Extraction and Data Augmentation in Emotion Recognition,2022,Computational Intelligence and Neuroscience,article,en,https://doi.org/10.1155/2022/7028517,,,,,
1856,10.1038/s41598-025-98623-7,SS-EMERGE - self-supervised enhancement for multidimension emotion recognition using GNNs for EEG,2025,Scientific Reports,article,en,https://doi.org/10.1038/s41598-025-98623-7,,,,,
1857,10.1109/bibm52615.2021.9669465,EEG Emotion Recognition based on Hierarchy Graph Convolution Network,2021,2021 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),conference-paper,en,https://doi.org/10.1109/bibm52615.2021.9669465,,,,,
1858,10.1145/3535694.3535707,Emotion Recognition Using the Fusion of Frontal 2-channel EEG Signals and Peripheral Physiological Signals,2022,,conference-paper,en,https://doi.org/10.1145/3535694.3535707,,,,,
1859,10.1155/2023/9281230,Multiview Feature Fusion Attention Convolutional Recurrent Neural Networks for EEG‐Based Emotion Recognition,2023,Journal of Sensors,article,en,https://doi.org/10.1155/2023/9281230,,,,,
1860,10.1007/s11571-023-10004-w,EEG-based emotion recognition using a temporal-difference minimizing neural network,2023,Cognitive Neurodynamics,article,en,https://doi.org/10.1007/s11571-023-10004-w,,,,,
1861,10.33969/ais.2020.21001,EEG signal based Modified Kohonen Neural Networks for Classification of Human Mental Emotions,2020,Journal of Artificial Intelligence and Systems,article,en,https://doi.org/10.33969/ais.2020.21001,,,,,
1862,10.3934/publichealth.2025041,Deep learning for electroencephalography emotion recognition,2025,AIMS Public Health,article,en,https://doi.org/10.3934/publichealth.2025041,,,,,
1863,10.3390/electronics11203316,EEG Emotion Recognition Based on Federated Learning Framework,2022,Electronics,article,en,https://doi.org/10.3390/electronics11203316,,,,,
1864,10.1109/embc58623.2025.11253239,Cross-Stimulus Transfer Learning: Enhancing Emotion Recognition from Visual-Auditory to Olfactory Perception,2025,,conference-paper,en,https://doi.org/10.1109/embc58623.2025.11253239,,,,,
1865,10.1007/978-981-96-4512-1_3,Specific-Task and Multi-session Brain Fingerprint Identification with Multi-scale Graph Neural Network,2025,Brain informatics and health,book-chapter,en,https://doi.org/10.1007/978-981-96-4512-1_3,,,,,
1866,10.1016/j.procs.2018.08.004,Emotional Influences on Cryptographic Key Generation Systems using EEG signals,2018,Procedia Computer Science,conference-paper,en,https://doi.org/10.1016/j.procs.2018.08.004,,,,,
1867,10.30880/ijie.2021.13.06.001,Recognition of Human Emotion using Radial Basis Function Neural Networks with Inverse Fisher Transformed Physiological Signals,2021,International Journal of Integrated Engineering,article,en,https://doi.org/10.30880/ijie.2021.13.06.001,,,,,
1868,10.1007/s11760-024-03550-1,EEG spatial projection and an improved 3D CNN with channel spatiotemporal joint attention mechanism for emotion recognition,2024,Signal Image and Video Processing,article,en,https://doi.org/10.1007/s11760-024-03550-1,,,,,
1869,10.1007/s11760-025-03876-4,DDNet: a hybrid network based on deep adaptive multi-head attention and dynamic graph convolution for EEG emotion recognition,2025,Signal Image and Video Processing,article,en,https://doi.org/10.1007/s11760-025-03876-4,,,,,
1870,10.1109/access.2025.3634141,BN-BrainTF: Brain Network Community-Aware Global–Local Transformer for EEG-Based Emotion Recognition,2025,IEEE Access,article,en,https://doi.org/10.1109/access.2025.3634141,,,,,
1871,10.5626/ktcp.2023.29.5.251,EEG-Based Emotion Recognition Using a 3D Convolutional Neural Network with a Bottleneck Structure,2023,정보과학회 컴퓨팅의 실제 논문지,article,en,https://doi.org/10.5626/ktcp.2023.29.5.251,,,,,
1872,10.23919/jcc.2022.02.007,E3GCAPS: Efficient EEG-based multi-capsule framework with dynamic attention for cross-subject cognitive state detection,2022,China Communications,article,en,https://doi.org/10.23919/jcc.2022.02.007,,,,,
1873,10.1109/iceace63551.2024.10898566,Prediction of the emotion responses to poster designs based on graphical features: A machine learning-driven approach,2024,,conference-paper,en,https://doi.org/10.1109/iceace63551.2024.10898566,,,,,
1874,10.1007/s11042-023-16744-5,A simplified PPG based approach for automated recognition of five distinct emotional states,2023,Multimedia Tools and Applications,article,en,https://doi.org/10.1007/s11042-023-16744-5,,,,,
1875,10.1109/ic3ina68387.2025.11325539,Emotion Classification of EEG Signals Using Parallel Depthwise Separable CNN and RNN,2025,,conference-paper,,https://doi.org/10.1109/ic3ina68387.2025.11325539,,,,,
1876,10.2139/ssrn.5570288,A Comprehensive Preprocessing Framework for EEG Signal Analysis: Case Study on the SEED-V Dataset,2025,SSRN Electronic Journal,preprint,en,https://doi.org/10.2139/ssrn.5570288,,,,,
1877,10.1007/978-3-031-47637-2_22,EEG Emotion Recognition Based on Temporal-Spatial Features and Adaptive Attention of EEG Electrodes,2023,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-031-47637-2_22,,,,,
1878,10.1109/embc44109.2020.9175586,Reinforcement Learning using EEG signals for Therapeutic Use of Music in Emotion Management,2020,,conference-paper,en,https://doi.org/10.1109/embc44109.2020.9175586,,,,,
1879,10.1109/access.2020.3027429,Electroencephalogram-Based Preference Prediction Using Deep Transfer Learning,2020,IEEE Access,article,en,https://doi.org/10.1109/access.2020.3027429,,,,,
1880,10.1109/jsen.2018.2883497,Cross-Subject Emotion Recognition Using Flexible Analytic Wavelet Transform From EEG Signals,2018,IEEE Sensors Journal,article,en,https://doi.org/10.1109/jsen.2018.2883497,,,,,
1881,10.24200/sci.2024.60201.6664,Temporal Analysis of Functional Brain Connectivity for EEG-based Emotion Recognition,2024,Scientia Iranica,article,en,https://doi.org/10.24200/sci.2024.60201.6664,,,,,
1882,10.1109/bibm58861.2023.10385526,Spatio-Temporal Swin Transformer-based 4-D EEG Emotion Recognition,2023,,conference-paper,en,https://doi.org/10.1109/bibm58861.2023.10385526,,,,,
1883,10.1109/tim.2025.3635321,Hierarchical Dynamic Local–Global-Graph Representation Learning for EEG Emotion Recognition,2025,IEEE Transactions on Instrumentation and Measurement,article,,https://doi.org/10.1109/tim.2025.3635321,,,,,
1884,10.3390/app13148274,The Efficacy and Utility of Lower-Dimensional Riemannian Geometry for EEG-Based Emotion Classification,2023,Applied Sciences,article,en,https://doi.org/10.3390/app13148274,,,,,
1885,10.3390/diagnostics13162624,Optimizing 1D-CNN-Based Emotion Recognition Process through Channel and Feature Selection from EEG Signals,2023,Diagnostics,article,en,https://doi.org/10.3390/diagnostics13162624,,,,,
